iter	Logloss
121	0.1571496495
122	0.1565698373
123	0.1561638992
124	0.1554105603
125	0.1548256762
126	0.1543029894
127	0.1537469396
128	0.1531677246
129	0.1526709288
130	0.1520539199
131	0.151643377
132	0.1511007071
133	0.1506906313
134	0.1501135775
135	0.1493877587
136	0.14867671
137	0.1482394507
138	0.1478266597
139	0.1471635812
140	0.1468766291
141	0.1462604129
142	0.145794113
143	0.1453768693
144	0.1446560788
145	0.1442575801
146	0.1438398911
147	0.1434184336
148	0.1430421985
149	0.1424514065
150	0.141941448
151	0.1414584774
152	0.1411221216
153	0.1406922907
154	0.1403797082
155	0.1400386607
156	0.1395974916
157	0.1391448866
158	0.1389090433
159	0.1385368592
160	0.1381817801
161	0.137795749
162	0.1374706553
163	0.1371264583
164	0.1367082155
165	0.1363903548
166	0.1360952574
167	0.1357570227
168	0.1353035272
169	0.1350266535
170	0.1346669587
171	0.1344117949
172	0.133995648
173	0.1337093475
174	0.1332140179
175	0.1328656071
176	0.1326063272
177	0.1321970006
178	0.1319743092
179	0.1317131504
180	0.1313258378
181	0.1311388335
182	0.1308267288
183	0.1304886462
184	0.1302428656
185	0.1299431743
186	0.1297227961
187	0.1293625149
188	0.1289538509
189	0.1287258596
190	0.1284357906
191	0.128121264
192	0.1278782529
193	0.1275110645
194	0.1271762509
195	0.1268320973
196	0.1265425821
197	0.1262926855
198	0.1261414552
199	0.1260264441
200	0.1256602223
201	0.1253786026
202	0.1251196159
203	0.1247323141
204	0.1246172488
205	0.1244701019
206	0.1242132329
207	0.1239198081
208	0.1236381341
209	0.1234100342
210	0.1233133228
211	0.1230213858
212	0.1227849994
213	0.1226507547
214	0.1223408546
215	0.122245251
216	0.1220358635
217	0.121790387
218	0.121650408
219	0.1213551912
220	0.1210036308
221	0.1204764478
222	0.1204102106
223	0.1202996848
224	0.120056565
225	0.1198408785
226	0.119626517
227	0.1195112235
228	0.119390022
229	0.1191535488
230	0.1190465527
231	0.1189693356
232	0.1187054726
233	0.1184494833
234	0.1181242267
235	0.1179145569
236	0.1176232497
237	0.1175446751
238	0.1172184194
239	0.1171440152
240	0.1169011235
241	0.116714988
242	0.1164239524
243	0.1163325517
244	0.1159704568
245	0.115736438
246	0.1156727095
247	0.1152256759
248	0.1151385107
249	0.1150001607
250	0.1148317059
251	0.1147515674
252	0.1145520736
253	0.1143441414
254	0.1140917795
255	0.1139451431
256	0.1137306295
257	0.1136462989
258	0.113412443
259	0.1133061419
260	0.112962325
261	0.1127416319
262	0.1124860553
263	0.1124072961
264	0.1123151786
265	0.1121642849
266	0.1118824154
267	0.1116639595
268	0.1115855152
269	0.111362965
270	0.1112839017
271	0.1110134138
272	0.1107539818
273	0.1106572487
274	0.1103105321
275	0.110253689
276	0.1101908511
277	0.1100366776
278	0.1099393906
279	0.1098291363
280	0.1095132522
281	0.1092726955
282	0.1090510141
283	0.1089609927
284	0.108783893
285	0.1085656651
286	0.1083224151
287	0.1080388731
288	0.1079606677
289	0.1078813003
290	0.1078034642
291	0.1075056734
292	0.1074375465
293	0.1073464173
294	0.1071233783
295	0.1068876328
296	0.10680681
297	0.1066063606
298	0.1064097557
299	0.106207384
300	0.1060450978
301	0.1058582998
302	0.1057912915
303	0.1055914285
304	0.1055086183
305	0.1053761547
306	0.1051238688
307	0.104934801
308	0.104873831
309	0.104819779
310	0.1047698323
311	0.1047183434
312	0.104612379
313	0.1045541784
314	0.1044679255
315	0.1043819115
316	0.1042759688
317	0.1041902807
318	0.1041211328
319	0.1040589791
320	0.1039890602
321	0.1037910869
322	0.103730497
323	0.1035730762
324	0.1035242481
325	0.1034709998
326	0.103254249
327	0.1031828639
328	0.1031058641
329	0.1030376394
330	0.1027894152
331	0.1026312017
332	0.1025631725
333	0.1023768958
334	0.1022747325
335	0.1021510114
336	0.1020763356
337	0.1020198727
338	0.101732497
339	0.1015952874
340	0.1015418871
341	0.1014935368
342	0.1014433837
343	0.10139499
344	0.1012178469
345	0.1010463837
346	0.1008519509
347	0.1007574333
348	0.1007221914
349	0.1006605372
350	0.1006008162
351	0.1004496184
352	0.100390549
353	0.1003284712
354	0.09999819718
355	0.09984576134
356	0.09978615975
357	0.09960379278
358	0.09954225805
359	0.09928395553
360	0.0992325535
361	0.0991836928
362	0.09911829178
363	0.0990359812
364	0.09885748052
365	0.09880542687
366	0.09875566476
367	0.09862440659
368	0.09853943523
369	0.09848662135
370	0.0982802856
371	0.09822504987
372	0.09816327621
373	0.09809251018
374	0.0980437255
375	0.09782545422
376	0.09777567039
377	0.0977024282
378	0.0975300962
379	0.09747983451
380	0.09742466394
381	0.09719099269
382	0.0971332265
383	0.09708243265
384	0.09688729391
385	0.09664793184
386	0.09644466957
387	0.09638743553
388	0.09634045367
389	0.09628228564
390	0.09622120705
391	0.09614505428
392	0.09608506172
393	0.0960339855
394	0.09583519769
395	0.09576331305
396	0.09569912839
397	0.09563158789
398	0.09525263776
399	0.0951108342
400	0.0950391016
401	0.09498589675
402	0.09492022423
403	0.09471879735
404	0.09450296965
405	0.09444612659
406	0.09440179465
407	0.09418899699
408	0.0941214239
409	0.09397478748
410	0.09392641549
411	0.09387747877
412	0.09382461059
413	0.09376976583
414	0.09371909145
415	0.09351610068
416	0.09346977044
417	0.09341984542
418	0.09334942692
419	0.09329499486
420	0.0932476003
421	0.09319683903
422	0.09313956155
423	0.09309051622
424	0.09294594327
425	0.09289451952
426	0.09283912089
427	0.09278816413
428	0.09259000622
429	0.09253536781
430	0.09248453052
431	0.09243137998
432	0.09227735852
433	0.09222952955
434	0.09217750848
435	0.09212334792
436	0.09205782744
437	0.09200543712
438	0.09194815965
439	0.09187539532
440	0.09182245112
441	0.09174837269
442	0.0916982196
443	0.09164804479
444	0.09159834784
445	0.09154728248
446	0.09149585873
447	0.0914462378
448	0.09139768119
449	0.09134851639
450	0.09125548665
451	0.09120311805
452	0.09101355067
453	0.09094031935
454	0.09088941689
455	0.09084033898
456	0.09078893695
457	0.09073346773
458	0.09068386852
459	0.09045889098
460	0.09040809713
461	0.09035461534
462	0.09015077204
463	0.09009689385
464	0.09004397681
465	0.08999082626
466	0.08994073834
467	0.0898919971
468	0.08984365769
469	0.08963166369
470	0.08958067979
471	0.08952846323
472	0.08948031931
473	0.08943046488
474	0.08937781392
475	0.08933117958
476	0.08928156408
477	0.0892221254
478	0.08917220038
479	0.08912124362
480	0.08907249152
481	0.08902419555
482	0.08897482441
483	0.08892827153
484	0.08888331512
485	0.08869465458
486	0.08846044574
487	0.08836011242
488	0.08831330975
489	0.08826249418
490	0.08821582726
491	0.08816925809
492	0.08795994117
493	0.0878683993
494	0.08768693917
495	0.08750094485
496	0.08743437092
497	0.08739127706
498	0.08734361099
499	0.08719696371
500	0.08696320558
501	0.08677464278
502	0.08673101133
503	0.08668349188
504	0.08663864407
505	0.08657095695
506	0.08652424117
507	0.08648008299
508	0.08643463786
509	0.08637460186
510	0.08614494351
511	0.0860990151
512	0.08590743856
513	0.08586269392
514	0.08581882898
515	0.08577441558
516	0.08561707629
517	0.08557228821
518	0.08552837983
519	0.08548639372
520	0.08544445106
521	0.08530146914
522	0.08525867394
523	0.08504360647
524	0.08498536242
525	0.08483328497
526	0.08478984358
527	0.08474676601
528	0.08470435635
529	0.08466095297
530	0.08461835868
531	0.08456145046
532	0.08451942091
533	0.08447705469
534	0.08431349785
535	0.08427229912
536	0.08406987852
537	0.08402833226
538	0.08398583572
539	0.08394482161
540	0.08390381294
541	0.0838622341
542	0.08380340359
543	0.0837624818
544	0.08372367777
545	0.08354255432
546	0.08350171941
547	0.08326410042
548	0.08322301573
549	0.08298555965
550	0.08281819082
551	0.08276260213
552	0.08272251116
553	0.08268309895
554	0.08241181832
555	0.0823717925
556	0.08230055405
557	0.08226015356
558	0.08222110518
559	0.08218253465
560	0.08214273147
561	0.08210326497
562	0.08204941393
563	0.08188867535
564	0.08183864173
565	0.08165125728
566	0.0816126053
567	0.08147015012
568	0.08143112889
569	0.08139259637
570	0.08133876162
571	0.08130002276
572	0.08124184388
573	0.0811925922
574	0.08103522576
575	0.08099660636
576	0.0809590567
577	0.0808195501
578	0.08078216879
579	0.08074398923
580	0.08070569021
581	0.08066846094
582	0.08063147603
583	0.08059440423
584	0.08042810515
585	0.08039110937
586	0.0802270801
587	0.08018994314
588	0.08015321345
589	0.08011774355
590	0.07995759686
591	0.07990402276
592	0.07975514911
593	0.07959466574
594	0.07955840304
595	0.07952167878
596	0.07938564749
597	0.07934926532
598	0.07931358365
599	0.07927788568
600	0.07920270492
601	0.07916674088
602	0.07913090716
603	0.07901336561
604	0.07886469288
605	0.0786815494
606	0.07849887834
607	0.07846339759
608	0.07842785167
609	0.07839329404
610	0.07835792189
611	0.07822414412
612	0.07816033414
613	0.0780876947
614	0.07805251261
615	0.07801800928
616	0.07798348966
617	0.07794868768
618	0.07776578313
619	0.07760018454
620	0.07756534454
621	0.07753085208
622	0.07749676687
623	0.07744734686
624	0.07741319107
625	0.07725713329
626	0.07722317299
627	0.07718922897
628	0.077155942
629	0.07712240525
630	0.07698024872
631	0.07681833722
632	0.07678461584
633	0.07675087274
634	0.07671797131
635	0.07662192782
636	0.07657249152
637	0.07636129576
638	0.07632883961
639	0.07629567211
640	0.07626272181
641	0.07621187366
642	0.07617920573
643	0.07614653781
644	0.07611413596
645	0.076081354
646	0.07590342892
647	0.07576291773
648	0.0756564103
649	0.07562395415
650	0.07557576135
651	0.07541741748
652	0.07538458665
653	0.07535197302
654	0.07531953859
655	0.07522675321
656	0.07519436765
657	0.0751622536
658	0.07513053595
659	0.07509832959
660	0.0749872771
661	0.07482830876
662	0.07479624901
663	0.07476420012
664	0.07462041997
665	0.07457411688
666	0.07454225805
667	0.07451090422
668	0.07445918725
669	0.07442794202
670	0.07435096388
671	0.07431938742
672	0.0742884843
673	0.07425718477
674	0.07422571148
675	0.07408911546
676	0.07397861141
677	0.07394799066
678	0.07391702781
679	0.07385512383
680	0.07366488311
681	0.07363403972
682	0.07348760422
683	0.07335050318
684	0.07330379825
685	0.07327310148
686	0.07319098096
687	0.07316078376
688	0.07311585993
689	0.0730851523
690	0.07305521032
691	0.07302494253
692	0.07299463673
693	0.07296473819
694	0.07280935919
695	0.07277913484
696	0.07273463999
697	0.0726156323
698	0.07258602156
699	0.07255625878
700	0.07244942553
701	0.07241963017
702	0.07238984566
703	0.07222001154
704	0.07219057999
705	0.07207801249
706	0.07204818997
707	0.07201863353
708	0.07197455681
709	0.07194527731
710	0.0719162476
711	0.07188689208
712	0.07185756914
713	0.07182891954
714	0.07169318691
715	0.07164717162
716	0.07161871751
717	0.0715896715
718	0.07156064722
719	0.07138666445
720	0.07135784108
721	0.07132961504
722	0.07130081883
723	0.07125746432
724	0.07122941747
725	0.07120086561
726	0.07106239618
727	0.07096545671
728	0.07093713292
729	0.0709091458
730	0.07088084917
731	0.07076178717
732	0.07073390323
733	0.07070583466
734	0.07066396258
735	0.07063588858
736	0.07059233859
737	0.07056457954
738	0.07051782574
739	0.07049001239
740	0.07046253571
741	0.07038632865
742	0.07028597903
743	0.07025814396
744	0.0702305098
745	0.07011066043
746	0.0700829774
747	0.07005567449
748	0.07002899061
749	0.06984995777
750	0.06982271459
751	0.06978113032
752	0.06963285399
753	0.06953884681
754	0.06951171223
755	0.06948499035
756	0.06932655416
757	0.06929948474
758	0.0692728606
759	0.06924587263
760	0.06921916704
761	0.06917848417
762	0.06911568964
763	0.06899902778
764	0.06890572653
765	0.06887928701
766	0.06885248367
767	0.0688262505
768	0.06866202032
769	0.06863579258
770	0.06848564827
771	0.06835949446
772	0.06833320699
773	0.06830665344
774	0.06828030081
775	0.06823996004
776	0.06821362913
777	0.0681878358
778	0.06805877143
779	0.06803254911
780	0.06800670692
781	0.06786794968
782	0.06784208033
783	0.06781629243
784	0.06777267728
785	0.06771342865
786	0.06761635343
787	0.06759071757
788	0.06756470161
789	0.06752507763
790	0.06749920285
791	0.06747383308
792	0.06738515291
793	0.0673593813
794	0.06733365313
795	0.06721206611
796	0.067186528
797	0.06716142973
798	0.06712403756
799	0.06709856461
800	0.06707348264
801	0.06704838437
802	0.06702320465
803	0.06694855605
804	0.06682405845
805	0.06679886244
806	0.06676047654
807	0.06673598103
808	0.06669535247
809	0.06652757638
810	0.06650263016
811	0.06647748302
812	0.06637293588
813	0.06634857069
814	0.06632353759
815	0.06629900406
816	0.0661954615
817	0.06617107459
818	0.0660169391
819	0.06597876498
820	0.06595400882
821	0.06592955674
822	0.06580680766
823	0.06569978979
824	0.06562652045
825	0.06545336306
826	0.06542893814
827	0.06540439375
828	0.06537994711
829	0.0652289937
830	0.06520469367
831	0.06518067058
832	0.06503513105
833	0.0649543192
834	0.06492999202
835	0.06489253468
836	0.0648686202
837	0.064811321
838	0.06478706984
839	0.06466862689
840	0.06453046154
841	0.06450622667
842	0.06448212213
843	0.06444029893
844	0.06441703606
845	0.06439295867
846	0.06436948946
847	0.06426154846
848	0.06413498739
849	0.06411121952
850	0.06407448982
851	0.06395890857
852	0.06393611813
853	0.06391252402
854	0.06388954353
855	0.06386601458
856	0.06384262139
857	0.06381959745
858	0.06371557161
859	0.06364442004
860	0.06362127664
861	0.06359868711
862	0.06345506987
863	0.06337798312
864	0.06335474198
865	0.06333202756
866	0.06330900362
867	0.06327188838
868	0.06324948348
869	0.06322675277
870	0.06316833496
871	0.06314577802
872	0.06312346
873	0.06310071843
874	0.06306563951
875	0.06296003891
876	0.0627958576
877	0.0627734527
878	0.06275104238
879	0.06262746248
880	0.06260501957
881	0.06258281015
882	0.06254415275
883	0.06252185645
884	0.06250007059
885	0.06247767655
886	0.06245598301
887	0.06235271196
888	0.06233106186
889	0.06229669428
890	0.06227456632
891	0.06225269901
892	0.06211775376
893	0.06198650102
894	0.06196468258
895	0.06191705996
896	0.06189555647
897	0.06187396609
898	0.0618229659
899	0.061801028
900	0.0617800621
901	0.06174599861
902	0.0617244191
903	0.06170278529
904	0.06168147729
905	0.06158248521
906	0.06146253267
907	0.06144134956
908	0.0614197972
909	0.06138623329
910	0.06136516422
911	0.06121731687
912	0.06119591112
913	0.06117434247
914	0.06108817104
915	0.0610671617
916	0.06094680732
917	0.06092542329
918	0.06089185396
919	0.06087099666
920	0.06084975925
921	0.06082848926
922	0.06069756776
923	0.06067660186
924	0.0606555002
925	0.06063486011
926	0.06051980015
927	0.0604986985
928	0.06045265062
929	0.06035097061
930	0.06033035224
931	0.06029753227
932	0.0602765718
933	0.06021193643
934	0.06019106828
935	0.06011009352
936	0.06008970322
937	0.06000131627
938	0.05991714858
939	0.05989645418
940	0.05987580323
941	0.05984314073
942	0.05982296221
943	0.05980274567
944	0.0597707728
945	0.05975097982
946	0.0597305678
947	0.05971035126
948	0.05967892684
949	0.0596586017
950	0.05963839602
951	0.05959340703
952	0.05944570087
953	0.05942609794
954	0.05933602221
955	0.05927989593
956	0.05925965224
957	0.0592396149
958	0.05921978391
959	0.05912763928
960	0.0590432761
961	0.05902326048
962	0.05900334803
963	0.05885577219
964	0.05883579458
965	0.05880485345
966	0.05878491928
967	0.05869354574
968	0.0586735627
969	0.05858351955
970	0.05849986229
971	0.05840410117
972	0.05827638348
973	0.05824211365
974	0.05810000599
975	0.05808053882
976	0.05806077842
977	0.05804093113
978	0.05802168116
979	0.05800249636
980	0.05797161496
981	0.05795248446
982	0.05793334309
983	0.05784049798
984	0.05782151409
985	0.05775530941
986	0.05773589653
987	0.05771704297
988	0.05769777128
989	0.05767860277
990	0.05756923363
991	0.0575504398
992	0.05753151021
993	0.05740134894
994	0.05738229446
995	0.05725523925
996	0.05722500947
997	0.05720589526
998	0.05718712858
999	0.05716844335
